rd_inv,milepost,rodwycls,CASENO,ACCYR,RTE_NBR,RD_TYPE,DISTRICT,COUNTY,rur_urb,FUNC_CLS,MONTH,DAYMTH,WEEKDAY,TIME,ADMCLASS,v1event1,ACCTYPE,v2event1,IMPACT,REPORT,SEVERITY,TOT_INJ,TOT_KILL,TOT_PED,NUMVEHS,loc_type,RD_CHAR1,RDSURF,RD_REL,LIGHT,coltype1,coltype2,OBJECT1,OBJECT2,AGENCY,TIMENOTE,HAZMAT,FIRE,TIMEARR,HIT_RUN,NO_PEDS,intent,nonmvind,medcause,AC_SRMP,loc_char,weather,LATITUDE,LONGITUDE,postcode
223,3.31,8,2015052269,2015,223,NULL,5,39,R,45,12,21,1,1805,1,A,33,0,A7,1,1,0,0,0,1,4,2,4,NULL,4,50,0,32,0,1,1805,NULL,0,1814,0,0,0,0,0,3.3199999999999994,.,2,46.337707,-120.188539,98932
223,3.38,8,2015047310,2015,223,NULL,5,39,R,45,11,20,5,448,1,A,2,A,A1,2,7,2,0,0,2,4,6,4,NULL,6,30,0,0,0,2,448,NULL,0,452,0,0,0,0,0,3.39,02,5,46.337707,-120.188539,98932
223,3.73,8,2015027537,2015,223,NULL,5,39,R,45,7,31,5,1315,1,C,7,A,A1,1,1,0,0,0,2,1,1,1,NULL,1,28,0,0,0,1,1320,NULL,0,1344,0,0,0,0,0,3.7400000000000007,.,1,46.337707,-120.188539,98932
241,1.2,8,201510241,2015,241,NULL,5,39,R,45,3,21,6,2340,1,A,33,0,A7,1,1,0,0,0,1,4,2,1,NULL,6,50,50,32,32,1,2340,NULL,0,2355,0,0,0,0,0,1.2,02,1,46.225998,-119.999594,98935
241,1.42,8,2015046593,2015,241,NULL,5,39,R,45,11,23,1,738,1,A,2,A,D1,2,6,1,0,0,5,4,1,4,NULL,1,30,30,0,0,1,739,NULL,0,757,0,0,0,0,0,1.42,02,5,46.225998,-119.999594,98935
241,1.58,8,2015015089,2015,241,NULL,5,39,R,45,4,29,3,1000,1,G,50,0,D0,2,6,5,0,0,1,4,1,1,NULL,1,52,0,0,0,1,1006,NULL,0,1019,0,0,0,0,0,1.58,.,1,46.225998,-119.999594,98935
241,1.98,8,2015028878,2015,241,NULL,5,39,R,45,8,3,1,1725,1,A,6,A,A1,1,1,0,0,0,2,1,1,1,NULL,6,13,0,0,0,1,1732,NULL,0,1756,0,0,0,0,0,1.98,.,1,46.225998,-119.999594,98935
241,2.23,8,2015026659,2015,241,NULL,5,39,R,45,7,25,6,1040,1,A,6,A,A1,2,7,1,0,0,2,1,1,1,NULL,1,13,50,0,13,3,1044,NULL,0,1048,0,0,0,0,0,2.23,.,1,46.240459,-119.999516,98935
241,2.23,8,2015040223,2015,241,NULL,5,39,R,45,10,22,4,1614,1,A,33,0,A0,1,1,0,0,0,1,1,1,1,NULL,1,50,0,13,0,1,1615,NULL,0,1628,0,0,0,0,0,2.23,.,1,46.240459,-119.999516,98935
241,2.73,8,2015026087,2015,241,NULL,5,39,R,45,7,14,2,1742,1,A,2,A,D1,2,7,3,0,0,2,1,2,1,NULL,1,10,50,0,13,1,1744,NULL,1,1755,0,0,0,0,0,2.73,.,1,46.240459,-119.999516,98935
241,3.18,8,201504102,2015,241,NULL,5,39,R,45,1,27,2,1621,1,A,6,Q,D1,1,1,0,0,0,2,4,2,1,NULL,3,14,0,0,0,1,1626,NULL,0,1639,0,0,0,0,0,3.18,.,1,46.254896,-119.999444,98935
241,3.23,8,2015053904,2015,241,NULL,5,39,R,45,12,31,4,2030,1,A,3,A,A1,1,1,0,0,0,2,1,1,1,NULL,4,10,0,0,0,1,2037,NULL,0,2045,0,0,0,0,0,3.23,.,1,46.254896,-119.999444,98935
241,3.23,8,201509453,2015,241,NULL,5,39,R,45,3,18,3,740,1,A,13,A,A1,1,1,0,0,0,3,1,2,1,NULL,1,10,50,0,63,1,740,NULL,0,752,0,0,0,0,0,3.23,.,1,46.254896,-119.999444,98935
241,3.23,8,2015028099,2015,241,NULL,5,39,R,45,8,2,7,2250,1,C,5,A,D1,1,1,0,0,0,2,1,1,1,NULL,6,10,0,0,0,1,2251,NULL,0,2307,1,0,0,0,0,3.23,.,1,46.254896,-119.999444,98935
241,3.23,8,2015033652,2015,241,NULL,5,39,R,45,9,1,2,1306,1,A,12,A,A1,1,1,0,0,0,2,1,2,1,NULL,1,10,0,0,0,1,1311,NULL,0,1317,0,0,0,0,0,3.23,.,1,46.254896,-119.999444,98935
241,3.23,8,2015014453,2015,241,NULL,5,39,R,45,4,25,6,1514,1,A,3,A,A1,1,1,0,0,0,2,1,1,1,NULL,1,10,0,0,0,3,1515,NULL,0,1527,0,0,0,0,0,3.23,.,1,46.254896,-119.999444,98935
241,3.23,8,201501493,2015,241,NULL,5,39,R,45,1,5,1,2103,1,A,15,B,A1,1,1,0,0,0,2,1,2,1,NULL,6,10,0,0,0,1,2134,NULL,0,2146,0,0,0,0,0,3.23,.,1,46.254896,-119.999444,98935
241,3.73,8,2015030575,2015,241,NULL,5,39,R,45,8,17,1,1122,1,C,13,A,D1,2,5,6,0,0,3,1,1,1,NULL,1,28,30,0,0,1,1125,NULL,0,1127,0,0,0,0,0,3.73,.,1,46.254896,-119.999444,98935
241,4,8,2015034049,2015,241,NULL,5,39,R,45,9,11,5,1455,1,A,6,Q,D1,1,1,0,0,0,2,4,3,1,NULL,1,14,0,0,0,1,1501,NULL,0,1516,0,0,0,0,0,4,.,1,46.269433,-119.99931399999998,98944
241,4.34,8,201502551,2015,241,NULL,5,39,R,45,1,20,2,710,1,G,4,A,A1,2,7,1,0,0,2,4,2,1,NULL,2,11,52,0,0,1,710,NULL,0,720,0,0,0,0,0,4.34,.,1,46.269433,-119.99931399999998,98944
241,4.740000000000001,3,2015027538,2015,241,NULL,5,39,U,55,7,26,7,2018,1,A,6,C,D1,1,1,0,0,0,2,1,1,1,NULL,1,15,0,0,0,1,2019,NULL,0,2031,0,0,0,0,0,4.740000000000001,.,1,46.269433,-119.99931399999998,98944
241,4.759999999999999,3,2015016848,2015,241,NULL,5,39,U,55,5,13,3,1010,1,A,32,0,D1,1,1,0,0,0,1,4,1,2,NULL,1,48,0,0,0,1,1011,NULL,0,1025,0,0,0,0,0,4.759999999999999,.,3,46.269433,-119.99931399999998,98944
241,6.19,3,2015051712,2015,241,NULL,5,39,U,55,12,18,5,450,1,A,34,0,D0,1,1,0,0,0,1,4,1,4,NULL,6,50,0,59,0,1,500,NULL,0,541,0,0,0,0,0,6.19,.,3,46.298302,-119.9991,98944
241,6.25,3,2015020054,2015,241,NULL,5,39,U,55,6,10,3,105,1,A,34,0,E1,2,7,1,0,0,1,1,NULL,1,NULL,6,50,0,18,0,3,106,NULL,0,106,0,0,0,0,0,6.25,.,1,46.298302,-119.9991,98944
241,7.25,3,2015038171,2015,241,NULL,5,39,U,55,9,30,3,1105,1,A,4,A,A1,1,1,0,0,0,2,1,1,1,NULL,1,29,0,0,0,2,1106,NULL,0,1123,0,0,0,0,0,7.25,.,1,46.302241,-119.983657,98944
241,7.46,3,2015044213,2015,241,NULL,5,39,U,54,9,11,5,1745,1,A,2,C,D1,1,1,0,0,0,2,1,3,1,NULL,1,10,0,0,0,2,1745,NULL,0,1750,0,0,0,0,0,7.46,02,1,46.302241,-119.983657,98944
241,7.65,3,2015023128,2015,241,NULL,5,39,U,54,6,24,3,2200,1,A,62,0,D0,2,6,1,0,0,1,4,2,1,NULL,6,50,50,69,66,3,2240,NULL,0,2311,1,0,0,0,0,7.65,.,1,46.302241,-119.983657,98944
241,7.71,3,201508243,2015,241,NULL,5,39,U,54,3,5,4,1055,1,A,4,A,D1,2,7,1,0,0,2,4,2,1,NULL,1,26,50,0,72,1,1101,NULL,0,1115,0,0,0,0,0,7.71,.,1,46.302241,-119.983657,98944
241,7.76,3,201509071,2015,241,NULL,5,39,U,54,2,24,2,1247,1,A,17,C,A1,1,1,0,0,0,2,1,5,1,NULL,1,10,0,0,0,2,1247,NULL,0,1252,1,0,0,0,0,7.76,.,2,46.302241,-119.983657,98944
241,7.95,3,2015013869,2015,241,NULL,5,39,U,54,4,15,3,750,1,A,6,Q,D1,1,1,0,0,0,2,1,5,1,NULL,1,14,0,0,0,2,751,NULL,0,755,0,0,0,0,0,7.95,00,1,46.302241,-119.983657,98944
241,7.96,3,2015038170,2015,241,NULL,5,39,U,54,10,1,4,1643,1,A,6,A,A1,1,1,0,0,0,2,1,1,1,NULL,1,13,0,0,0,2,1649,NULL,0,1653,0,0,0,0,0,7.96,.,1,46.302241,-119.983657,98944
241,7.96,3,201512260,2015,241,NULL,5,39,U,54,3,14,6,1947,1,G,4,Q,E1,1,1,0,0,0,2,1,1,1,NULL,3,12,0,0,0,2,1949,NULL,0,1949,1,0,0,0,0,7.96,01,1,46.302241,-119.983657,98944
241,7.96,3,2015049563,2015,241,NULL,5,39,U,54,12,12,6,1252,1,R,4,A,A1,1,1,0,0,0,2,1,1,2,NULL,1,11,0,0,0,1,1253,NULL,0,1253,0,0,0,0,0,7.96,00,3,46.302241,-119.983657,98944
241,7.96,3,201504371,2015,241,NULL,5,39,U,54,2,2,1,1847,1,A,6,Q,B1,2,6,2,0,0,4,1,1,2,NULL,6,14,14,0,0,2,1848,NULL,0,1856,0,0,0,0,0,7.96,.,3,46.302241,-119.983657,98944
241,8.29,3,2015024762,2015,241,NULL,5,39,U,54,7,4,6,2350,1,A,2,A,A1,2,6,3,0,0,2,1,1,1,NULL,4,10,52,0,0,1,2353,NULL,0,2354,0,0,0,0,0,8.29,.,1,46.312876,-119.978284,98944
241,8.29,3,201502550,2015,241,NULL,5,39,U,54,1,22,4,1511,1,A,3,A,A1,1,1,0,0,0,2,1,1,1,NULL,1,10,0,0,0,1,1512,NULL,0,1519,1,0,0,0,0,8.29,.,2,46.312876,-119.978284,98944
241,8.29,3,2015022073,2015,241,NULL,5,39,U,54,6,22,1,620,1,A,12,A,D1,1,1,0,0,0,2,1,1,1,NULL,1,10,0,0,0,1,625,NULL,0,633,0,0,0,0,0,8.29,.,1,46.312876,-119.978284,98944
241,8.8,3,2015023935,2015,241,NULL,5,39,U,54,6,30,2,1957,1,A,6,Q,A1,1,1,0,0,0,2,1,1,1,NULL,1,14,0,0,0,1,1958,NULL,0,1958,0,0,0,0,0,8.8,.,1,46.312876,-119.978284,98944
241,8.8,3,2015048835,2015,241,NULL,5,39,U,54,11,30,1,1447,1,A,17,C,D1,2,7,2,0,0,2,1,1,1,NULL,1,28,50,0,32,1,1447,NULL,0,1451,0,0,0,0,0,8.8,.,2,46.312876,-119.978284,98944
241,8.8,3,2015050557,2015,241,NULL,5,39,U,54,12,14,1,1559,1,G,4,A,A1,1,1,0,0,0,2,1,1,1,NULL,6,15,0,0,0,1,1600,NULL,0,1610,0,0,0,0,0,8.8,.,1,46.312876,-119.978284,98944
241,8.8,3,2015052903,2015,241,NULL,5,39,U,54,12,23,3,2200,1,A,12,A,D1,2,6,3,0,0,2,1,1,1,NULL,4,10,52,0,0,1,2203,NULL,0,2204,0,0,0,0,0,8.8,.,1,46.312876,-119.978284,98944
241,8.8,3,2015037645,2015,241,NULL,5,39,U,54,10,5,1,1703,1,A,12,A,D1,2,7,3,0,0,3,1,1,1,NULL,1,10,10,0,0,1,1708,NULL,0,1718,0,0,0,0,0,8.8,.,1,46.312876,-119.978284,98944
241,9.28,3,201502825,2015,241,NULL,5,39,U,55,1,18,7,824,1,A,34,0,A0,2,6,1,0,0,1,4,5,4,NULL,1,50,0,71,0,1,829,NULL,0,837,0,0,0,0,0,9.28,.,1,46.327225,-119.978529,98944
241,9.3,3,2015047700,2015,241,NULL,5,39,R,45,12,1,2,1440,1,C,12,A,D1,2,7,3,0,0,3,1,1,1,NULL,1,10,10,0,0,1,1444,NULL,0,1454,0,0,0,0,0,9.3,.,2,46.327225,-119.978529,98944
241,10,8,2015014450,2015,241,NULL,5,39,R,45,4,19,7,2210,1,A,32,0,A1,1,1,0,0,0,1,4,2,1,NULL,6,47,0,0,0,1,2212,NULL,0,2218,0,0,0,0,0,10,.,1,46.342778,-119.979047,98944
241,11.31,8,2015023130,2015,241,NULL,5,39,R,45,6,28,7,1800,1,A,2,A,D1,2,7,4,0,0,2,1,1,1,NULL,1,10,50,0,13,1,1804,NULL,0,1805,0,0,0,0,0,11.31,.,1,46.356211,-119.979071,98944
241,11.44,8,2015019877,2015,241,NULL,5,39,R,45,6,3,3,1550,1,A,50,0,A0,1,1,0,0,0,1,4,2,1,NULL,1,52,50,0,66,1,1602,NULL,0,1626,0,0,0,0,0,11.44,.,1,46.356211,-119.979071,98944
241,14.029999999999998,8,201504109,2015,241,NULL,5,39,R,45,1,25,7,619,1,A,71,A,A1,3,2,0,1,0,1,4,2,2,NULL,6,0,0,0,0,1,619,NULL,0,619,0,1,0,0,0,14.029999999999998,.,5,46.394545,-119.952711,98944
241,16.1,8,2015047698,2015,241,NULL,5,39,R,45,11,27,5,1330,1,A,34,0,A0,1,1,0,0,0,1,4,1,1,NULL,1,50,0,66,0,1,1339,NULL,0,1356,0,0,0,0,0,16.1,.,1,46.421656,-119.94376499999998,98944
410,89.31,8,2015028406,2015,410,NULL,5,39,R,45,8,2,7,1400,1,C,34,0,A0,1,1,0,0,0,1,1,1,1,NULL,1,50,0,56,0,1,1430,NULL,0,1430,0,0,0,0,0,98.24,.,1,46.978363,-121.156243,98937
410,89.68,8,2015027980,2015,410,NULL,5,39,R,45,7,30,4,1911,1,C,13,A,D1,2,6,2,0,0,2,3,1,1,NULL,1,28,0,0,0,1,1911,NULL,0,1937,0,0,0,0,0,98.61,.,1,46.978363,-121.156243,98937
410,92.7,8,201506439,2015,410,NULL,5,39,R,45,2,15,7,2213,1,A,34,0,D0,1,1,0,0,0,1,4,6,1,NULL,6,50,52,59,0,1,2214,NULL,0,2238,0,0,0,0,0,101.63,.,1,46.98842,-121.098149,98937
410,93.26,8,2015024371,2015,410,NULL,5,39,R,45,7,3,5,1022,1,A,32,0,D1,1,1,0,0,0,1,4,2,1,NULL,1,85,0,0,0,1,1026,NULL,0,1042,0,0,0,0,0,102.19,.,1,46.978804,-121.094444,98937
410,93.57,8,2015048583,2015,410,NULL,5,39,R,45,12,7,1,1530,1,H,7,A,D1,1,1,0,0,0,2,7,1,2,NULL,1,23,0,0,0,1,1536,NULL,0,1632,0,0,0,0,0,102.5,.,3,46.978804,-121.094444,98937
410,93.72,8,2015024763,2015,410,NULL,5,39,R,45,7,10,5,758,1,A,34,0,D0,2,7,1,0,0,1,4,5,1,NULL,1,50,52,58,0,1,800,NULL,0,816,0,0,0,0,0,102.65,.,2,46.978804,-121.094444,98937
410,94.07,8,2015048349,2015,410,NULL,5,39,R,45,12,5,6,1145,1,A,34,0,D0,1,1,0,0,0,1,4,1,3,NULL,1,50,50,56,56,1,1149,NULL,0,1224,0,0,0,0,0,103,.,3,46.96647,-121.088577,98937
410,94.58,8,2015039451,2015,410,NULL,5,39,R,45,10,17,6,1825,1,A,32,0,D1,1,1,0,0,0,1,4,1,2,NULL,6,85,0,0,0,1,1831,NULL,0,1900,0,0,0,0,0,103.51000000000002,.,3,46.96647,-121.088577,98937
410,94.87,8,2015031745,2015,410,NULL,5,39,R,45,8,23,7,0,1,A,32,0,A1,1,1,0,0,0,1,4,1,1,NULL,6,85,0,0,0,1,2156,NULL,0,2230,0,0,0,0,0,103.8,.,1,46.96647,-121.088577,98937
410,96.17,8,2015023131,2015,410,NULL,5,39,R,45,6,26,5,700,1,A,50,0,A1,2,7,2,0,0,1,4,1,1,NULL,2,52,0,0,0,1,705,NULL,0,710,0,0,0,0,0,105.1,.,1,46.943354,-121.065611,98937
410,97.87,8,2015029196,2015,410,NULL,5,39,R,45,8,8,6,2300,1,A,32,0,A1,1,1,0,0,0,1,4,1,1,NULL,6,85,0,0,0,1,2320,NULL,0,2346,0,0,0,0,0,106.8,.,1,46.932036,-121.052879,98937
410,100.35,8,2015028665,2015,410,NULL,5,39,R,45,8,1,6,1400,1,A,62,0,A0,2,7,1,0,0,1,4,5,1,NULL,1,50,52,69,0,1,1404,NULL,0,1435,0,0,0,0,0,109.28,.,1,46.901677,-121.01438600000002,98937
410,101.82,8,2015050091,2015,410,NULL,5,39,R,45,12,7,1,2004,1,A,34,0,A0,1,1,0,0,0,1,4,1,4,NULL,6,50,0,56,0,1,2004,NULL,0,2123,0,0,0,0,0,110.75,.,3,46.891881,-120.999513,98937
410,104.21,8,2015040812,2015,410,NULL,5,39,R,45,10,18,7,1350,1,A,34,0,D1,1,1,0,0,0,1,4,2,2,NULL,1,51,0,81,0,1,1354,NULL,0,1414,0,0,0,0,0,113.14,.,3,46.864698,-120.956609,98937
410,104.21,8,201500826,2015,410,NULL,5,39,R,45,1,9,5,1439,1,A,34,0,D1,1,1,0,0,0,1,4,1,2,NULL,1,51,0,82,0,1,1441,NULL,0,1456,0,0,0,0,0,113.14,.,2,46.864698,-120.956609,98937
410,105.36,8,2015031744,2015,410,NULL,5,39,R,45,8,27,4,1915,1,A,50,0,D7,2,6,1,0,0,1,4,5,1,NULL,1,52,0,0,0,1,1916,NULL,0,1930,0,0,0,0,0,114.29,.,1,46.851455,-120.95131200000002,98937
410,106.56999999999998,8,2015034829,2015,410,NULL,5,39,R,45,9,18,5,2125,1,A,32,0,A2,1,1,0,0,0,1,4,1,1,NULL,6,86,0,0,0,1,2128,NULL,0,2143,0,0,0,0,0,115.5,.,1,46.838003,-120.94253799999998,98937
821,1.01,3,2015045898,2015,821,NULL,5,39,R,45,11,10,2,1715,1,A,12,A,A1,1,1,0,0,0,2,1,1,1,NULL,6,10,0,0,0,1,1716,NULL,0,1723,0,0,0,0,0,1.01,.,1,46.689835,-120.477057,98901
821,1.01,3,2015021169,2015,821,NULL,5,39,R,45,6,13,6,2000,1,A,13,A,D1,1,1,0,0,0,2,1,1,1,NULL,1,10,0,0,0,1,2000,NULL,0,2010,0,0,0,0,0,1.01,.,1,46.689835,-120.477057,98901
821,1.01,3,2015024545,2015,821,NULL,5,39,R,45,7,8,3,2240,1,A,3,A,A1,2,6,2,0,0,2,1,1,1,NULL,6,10,0,0,0,1,2241,NULL,0,2255,0,0,0,0,0,1.01,.,1,46.689835,-120.477057,98901
821,2.1,8,2015014449,2015,821,NULL,5,39,R,45,4,22,3,1712,1,A,34,0,D0,2,6,1,0,0,1,4,6,1,NULL,1,50,24,58,0,1,1714,NULL,0,1732,0,0,0,0,0,2.1,.,1,46.704206,-120.473241,98901
821,2.27,8,2015022857,2015,821,NULL,5,39,R,45,6,27,6,930,1,A,6,A,A1,1,1,0,0,0,2,4,1,1,NULL,1,13,0,0,0,3,930,NULL,0,930,0,0,0,0,0,2.27,.,1,46.704206,-120.473241,98901
821,2.5,8,2015018649,2015,821,NULL,5,39,R,45,5,24,7,1541,1,A,50,0,D0,2,7,1,0,0,1,4,8,1,NULL,1,52,0,0,0,1,1641,NULL,0,1651,0,0,0,0,0,2.5,.,1,46.704206,-120.473241,98901
821,3,8,2015047809,2015,821,NULL,5,39,R,45,11,8,7,0,1,A,34,0,A1,1,1,0,0,0,1,4,6,1,NULL,6,51,0,81,0,1,0,NULL,0,0,0,0,0,0,0,3,.,1,46.715688,-120.461077,98901
821,4.3,8,2015018538,2015,821,NULL,5,39,R,45,5,28,4,320,1,A,34,0,A0,2,6,1,0,0,1,4,2,1,NULL,6,50,0,58,0,1,332,NULL,0,353,1,0,1,0,0,4.3,.,1,46.726836,-120.450121,98901
821,4.4,8,2015048119,2015,821,NULL,5,39,R,45,12,2,3,1225,1,G,4,A,D1,1,1,0,0,0,2,4,1,3,NULL,1,11,0,0,0,1,1230,NULL,0,1235,0,0,0,0,0,4.4,.,2,46.726836,-120.450121,98901
823,2.15,3,2015053217,2015,823,NULL,5,39,U,53,12,17,4,1120,1,B,2,Q,E1,1,1,0,0,0,2,1,1,3,NULL,1,10,0,0,0,2,1121,NULL,0,1129,0,0,0,0,0,1.27,.,4,46.660498,-120.524351,98942
823,2.33,5,201502553,2015,823,NULL,5,39,U,53,1,18,7,637,1,A,34,0,D0,1,1,0,0,0,1,4,1,4,NULL,4,50,0,18,0,2,639,NULL,0,641,0,0,0,0,0,1.45,.,2,46.660498,-120.524351,98942
823,2.3599999999999994,5,2015019644,2015,823,NULL,5,39,U,54,6,3,3,1136,1,A,3,C,A1,1,1,0,0,0,2,1,1,1,NULL,1,28,0,0,0,2,1137,NULL,0,1138,1,0,0,0,0,1.54,.,1,46.660498,-120.524351,98942
823,2.3599999999999994,5,201503112,2015,823,NULL,5,39,U,54,1,16,5,635,1,C,7,A,A2,1,1,0,0,0,2,1,1,3,NULL,5,28,0,0,0,2,635,NULL,0,637,0,0,0,0,0,1.54,.,4,46.660498,-120.524351,98942
823,2.43,5,2015043083,2015,823,NULL,5,39,U,54,11,6,5,750,1,A,6,A,D2,1,1,0,0,0,2,5,1,1,NULL,1,13,0,0,0,2,755,NULL,0,759,0,0,0,0,0,1.61,.,1,46.660498,-120.524351,98942
823,2.47,5,201504735,2015,823,NULL,5,39,U,54,1,30,5,1525,1,A,6,A,D2,2,7,3,0,0,4,4,NULL,1,NULL,1,13,13,0,0,2,1528,NULL,0,1529,0,0,0,0,0,1.65,.,1,46.660498,-120.524351,98942
823,2.5,5,2015015235,2015,823,NULL,5,39,U,54,4,29,3,835,1,R,4,A,A1,1,1,0,0,0,2,5,1,1,NULL,1,11,0,0,0,2,839,NULL,0,843,0,0,0,0,0,1.68,.,1,46.660498,-120.524351,98942
823,2.5,5,201509178,2015,823,NULL,5,39,U,54,3,13,5,1641,1,A,6,Q,D2,2,7,1,0,0,2,5,1,1,NULL,1,14,0,0,0,2,1642,NULL,0,1644,0,0,0,0,0,1.68,.,1,46.660498,-120.524351,98942
823,2.64,5,2015012931,2015,823,NULL,5,39,U,54,4,14,2,530,1,B,2,Q,B1,1,1,0,0,0,2,1,1,1,NULL,2,10,0,0,0,2,533,NULL,0,537,0,0,0,0,0,1.82,.,1,46.660498,-120.524351,98942
241,7.96,3,201434575,2014,241,NULL,5,39,U,54,9,30,2,810,1,A,4,A,A1,1,1,0,0,0,2,1,1,1,NULL,1,11,0,0,0,2,810,NULL,0,815,0,0,0,0,0,7.96,.,1,46.302241,-119.983657,98944
241,7.96,3,201425291,2014,241,NULL,5,39,U,54,7,19,6,1624,1,A,16,A,B1,2,7,1,0,0,2,1,1,1,NULL,1,13,0,0,0,2,1625,NULL,0,1626,0,0,0,0,0,7.96,.,1,46.302241,-119.983657,98944
241,7.96,3,201434036,2014,241,NULL,5,39,U,54,9,16,2,820,1,A,6,Q,D1,1,1,0,0,0,2,5,1,1,NULL,1,14,0,0,0,1,825,NULL,0,833,0,0,0,0,0,7.96,.,1,46.302241,-119.983657,98944
241,7.96,3,201425766,2014,241,NULL,5,39,U,54,7,16,3,1650,1,A,6,Q,A1,1,1,0,0,0,2,1,1,1,NULL,1,14,0,0,0,1,1654,NULL,0,1706,0,0,0,0,0,7.96,.,1,46.302241,-119.983657,98944
241,8.29,3,201419508,2014,241,NULL,5,39,U,54,5,24,6,2340,1,A,2,A,A1,2,5,4,0,0,2,1,1,1,NULL,4,10,52,0,0,1,2343,NULL,0,2344,0,0,0,0,0,8.29,.,1,46.312876,-119.978284,98944
241,8.29,3,201445090,2014,241,NULL,5,39,U,54,11,20,4,904,1,B,2,C,D1,1,1,0,0,0,2,1,1,4,NULL,1,10,0,0,0,1,904,NULL,0,911,0,0,0,0,0,8.29,.,2,46.312876,-119.978284,98944
241,8.8,3,201442713,2014,241,NULL,5,39,U,54,11,20,4,750,1,B,33,0,E1,1,1,0,0,0,1,1,1,4,NULL,1,50,0,32,0,1,750,NULL,0,750,0,0,0,0,0,8.8,.,2,46.312876,-119.978284,98944
241,8.8,3,201410782,2014,241,NULL,5,39,U,54,3,10,1,1804,1,B,61,0,A0,2,6,2,0,0,1,1,1,1,NULL,1,50,50,69,70,2,1805,NULL,0,1815,1,0,0,0,0,8.8,.,1,46.312876,-119.978284,98944
241,9.04,3,201402860,2014,241,NULL,5,39,U,54,1,29,3,1550,1,A,7,A,A1,2,7,1,0,0,2,4,1,1,NULL,1,30,0,0,0,1,1554,NULL,0,1603,0,0,0,0,0,9.04,.,2,46.327225,-119.978529,98944
241,9.3,3,201428784,2014,241,NULL,5,39,R,45,8,9,6,2234,1,A,3,A,D1,2,7,2,0,0,2,1,1,1,NULL,4,10,50,0,63,1,2234,NULL,0,2241,1,0,0,0,0,9.3,.,1,46.327225,-119.978529,98944
241,9.3,3,201425476,2014,241,NULL,5,39,R,45,7,17,4,1525,1,C,7,A,A1,2,6,2,0,0,3,1,1,1,NULL,1,28,10,0,0,1,1529,NULL,0,1535,0,0,0,0,0,9.3,.,1,46.327225,-119.978529,98944
241,9.3,3,201427105,2014,241,NULL,5,39,R,45,8,10,7,1806,1,A,6,Q,A1,2,7,1,0,0,2,1,1,1,NULL,1,14,0,0,0,3,1807,NULL,0,1818,1,0,0,0,0,9.3,.,1,46.327225,-119.978529,98944
241,9.3,3,201419029,2014,241,NULL,5,39,R,45,6,10,2,640,1,C,13,A,A1,1,1,0,0,0,2,1,1,1,NULL,1,28,0,0,0,1,646,NULL,0,652,0,0,0,0,0,9.3,.,1,46.327225,-119.978529,98944
241,9.5,8,201429571,2014,241,NULL,5,39,R,45,8,25,1,1440,1,A,34,0,A0,2,6,1,0,0,1,4,1,1,NULL,1,50,52,59,0,1,1446,NULL,0,1454,0,0,0,0,0,9.5,.,1,46.327225,-119.978529,98944
241,9.92,8,201419912,2014,241,NULL,5,39,R,45,5,30,5,1916,1,A,34,0,D0,1,1,0,0,0,1,4,1,1,NULL,1,50,50,71,71,1,1921,NULL,0,1925,0,0,0,0,0,9.92,.,1,46.327225,-119.978529,98944
241,10.22,8,201404509,2014,241,NULL,5,39,R,45,2,6,4,1635,1,B,33,0,D7,1,1,0,0,0,1,1,1,4,NULL,1,50,0,32,0,1,1635,NULL,0,1653,0,0,0,0,0,10.22,.,4,46.342778,-119.979047,98944
241,10.22,8,201433793,2014,241,NULL,5,39,R,45,9,25,4,1515,1,A,54,0,A1,1,1,0,0,0,1,5,1,2,NULL,1,54,0,0,0,1,1519,NULL,1,1524,0,0,0,0,0,10.22,.,2,46.342778,-119.979047,98944
241,11.02,8,201428675,2014,241,NULL,5,39,R,45,8,4,1,1507,1,A,34,0,A0,2,7,1,0,0,1,4,1,1,NULL,1,50,0,56,0,1,1512,NULL,0,1519,0,0,0,0,0,11.02,.,1,46.356211,-119.979071,98944
241,11.31,8,201420941,2014,241,NULL,5,39,R,45,6,15,7,1744,1,A,12,A,D1,2,7,1,0,0,2,1,1,1,NULL,1,10,0,0,0,1,1744,NULL,0,1745,0,0,0,0,0,11.31,.,1,46.356211,-119.979071,98944
241,11.31,8,201424296,2014,241,NULL,5,39,R,45,7,18,5,1750,1,A,13,A,D1,1,1,0,0,0,2,1,1,1,NULL,1,10,0,0,0,1,1755,NULL,0,1809,0,0,0,0,0,11.31,.,1,46.356211,-119.979071,98944
241,12.77,8,201434786,2014,241,NULL,5,39,R,45,10,4,6,445,1,A,6,A,A1,1,1,0,0,0,2,5,NULL,1,NULL,6,13,0,0,0,3,448,NULL,0,507,0,0,0,0,0,12.77,.,1,46.369868,-119.97565,98944
241,12.89,8,201436342,2014,241,NULL,5,39,R,45,10,3,5,2009,1,A,6,A,D1,1,1,0,0,0,2,4,1,1,NULL,6,13,50,0,56,1,2009,NULL,0,2025,0,0,0,0,0,12.89,.,1,46.369868,-119.97565,98944
241,13.19,8,201432174,2014,241,NULL,5,39,R,45,9,11,4,1801,1,A,33,0,A0,1,1,0,0,0,1,4,1,1,NULL,1,50,50,15,74,1,1801,NULL,0,1816,0,0,0,0,0,13.19,.,1,46.38199,-119.964383,98944
